pixId,fieldRa,fieldDec,fieldGl,fieldGb,fieldEl,fieldEb,starDensity_r25
262,347.7272727272727,57.39952353962295,109.68726712810313,-2.864175865585163,23.60275143237317,54.93753819392917,0
263,355.9090909090909,57.39952353962295,113.86922134962661,-4.274349369114934,29.16002732128594,52.0229983312543,0
264,3.7499999999999996,54.34091230386124,117.58204874516119,-8.151902065733895,31.62228694033735,46.91363869157531,0
265,11.25,54.34091230386124,121.98327604612382,-8.518976565037448,36.78866227423008,44.44692436466895,0
266,18.75,54.34091230386124,126.39886404052424,-8.372149393198438,41.89066755952985,42.14004689576849,0
267,26.25,54.34091230386124,130.76221328832315,-7.714495140299831,46.95437512779362,40.009663925407516,0
268,33.75,54.34091230386124,135.00998330442005,-6.559541735559543,51.99899617500259,38.071410789994026,0
269,41.25,54.34091230386124,139.0856213819568,-4.930122039838618,57.038271170633216,36.33985610984468,0
270,48.75,54.34091230386124,142.94163572957393,-2.856585126015965,62.081470395960956,34.82838028475373,0
271,56.24999999999999,54.34091230386124,146.54035475780444,-0.3747036077069356,67.13415752593593,33.5490026106366,0
272,63.75000000000001,54.34091230386124,149.85327267144322,2.4763876861711744,72.19881912921879,32.512179458418956,0
273,71.25,54.34091230386124,152.8593126554617,5.655962951536758,77.27542891265463,31.726594548687377,0
274,78.75,54.34091230386124,155.54240307232078,9.123034697084154,82.361990750843,31.198961345545523,0
275,86.24999999999999,54.34091230386124,157.88869360998123,12.837185643096483,87.45508546843162,30.933855984777086,0
276,93.75000000000001,54.34091230386124,159.883600873656,16.758910969185486,92.55043144833103,30.933596351231877,0
277,101.25,54.34091230386124,161.5087208505595,20.849503322148117,97.64345810744541,31.19817873411197,0
278,108.75,54.34091230386124,162.7385090608641,25.070503881061416,102.72988439552199,31.725278108337744,0
279,116.25,54.34091230386124,163.53651888668466,29.38270667327579,107.80629212304804,32.51031202371575,0
280,123.75000000000001,54.34091230386124,163.85091305543077,33.74464439373012,112.87068627914621,33.546562019582744,0
281,131.25,54.34091230386124,163.60895704199763,38.11040302530371,117.92304138842113,34.825341108920334,0
282,138.75,54.34091230386124,162.71038117712087,42.426512058190006,122.96584398305298,36.33619169982446,0
283,146.25,54.34091230386124,161.02017199452743,46.6275588517226,128.0046561478677,38.067095534043965,0
284,153.74999999999997,54.34091230386124,158.36325634023635,50.630171642041155,133.04874414497868,40.004675626592174,0
285,161.25,54.34091230386124,154.52809990643885,54.325394482197474,138.1118408713817,42.134369192954466,0
286,168.75,54.34091230386124,149.29508558701664,57.57095478820182,143.21314489123395,44.4405491557099,0
287,176.25,54.34091230386124,142.5159636552692,60.18869633606077,148.37870873100798,46.906568565212346,0
288,183.75,54.34091230386124,134.26168796973644,61.97854055326586,153.64344681433755,49.51469496800168,0
289,191.25,54.34091230386124,124.98207995522098,62.761705432777646,159.05411889809238,52.245886914078696,0
290,198.75,54.34091230386124,115.5007679687053,62.44607268819421,164.67385157954328,55.079336324322746,0
291,206.25000000000003,54.34091230386124,106.7261927535112,61.0699081132616,170.5891016313383,57.99164712338937,0
292,213.75,54.34091230386124,99.28603232054533,58.78287265785026,176.92051436090244,60.95542114459827,0
293,221.25,54.34091230386124,93.3988870349667,55.783066388108324,183.83994089410942,63.93683705559763,0
294,228.75,54.34091230386124,88.98909328318103,52.26125876883114,191.59674536147358,66.8914683617742,0
295,236.25,54.34091230386124,85.85394184555487,48.375442964253416,200.55596561889354,69.75700893465387,0
